timestamp,host,metric,value
2026-07-14T18:17:32+00:00,station1,throughput_in_bps,269.7272727272727
2026-07-14T18:17:47+00:00,station1,throughput_in_bps,323.47272727272724
2026-07-14T18:18:02+00:00,station1,throughput_in_bps,268.6363636363636
2026-07-14T18:18:17+00:00,station1,throughput_in_bps,324.6727272727273
2026-07-14T18:18:32+00:00,station1,throughput_in_bps,270.9272727272727
2026-07-14T18:18:47+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:19:02+00:00,station1,throughput_in_bps,268.63147942764675
2026-07-14T18:19:17+00:00,station1,throughput_in_bps,325.76363636363635
2026-07-14T18:19:32+00:00,station1,throughput_in_bps,272.0181818181818
2026-07-14T18:19:47+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:20:02+00:00,station1,throughput_in_bps,270.8181818181818
2026-07-14T18:20:17+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:20:32+00:00,station1,throughput_in_bps,273.6545454545454
2026-07-14T18:20:47+00:00,station1,throughput_in_bps,326.8604883725159
2026-07-14T18:21:02+00:00,station1,throughput_in_bps,270.82310587465224
2026-07-14T18:21:17+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:21:32+00:00,station1,throughput_in_bps,274.750450008182
2026-07-14T18:21:47+00:00,station1,throughput_in_bps,332.7090909090909
2026-07-14T18:22:02+00:00,station1,throughput_in_bps,278.30909090909086
2026-07-14T18:22:17+00:00,station1,throughput_in_bps,335.4363636363636
2026-07-14T18:22:32+00:00,station1,throughput_in_bps,274.76044147862615
2026-07-14T18:22:47+00:00,station1,throughput_in_bps,326.8545454545454
2026-07-14T18:23:02+00:00,station1,throughput_in_bps,270.8329545247923
2026-07-14T18:23:17+00:00,station1,throughput_in_bps,325.66046655393734
2026-07-14T18:23:32+00:00,station1,throughput_in_bps,272.43968510808503
2026-07-14T18:23:47+00:00,station1,throughput_in_bps,326.75139547991785
2026-07-14T18:24:02+00:00,station1,throughput_in_bps,268.09090909090907
2026-07-14T18:24:17+00:00,station1,throughput_in_bps,325.75771349611824
2026-07-14T18:24:32+00:00,station1,throughput_in_bps,272.56363636363636
2026-07-14T18:24:47+00:00,station1,throughput_in_bps,326.8486027526772
2026-07-14T18:25:02+00:00,station1,throughput_in_bps,269.1818181818182
2026-07-14T18:25:17+00:00,station1,throughput_in_bps,327.9394920092362
2026-07-14T18:25:32+00:00,station1,throughput_in_bps,271.45792047706493
2026-07-14T18:25:47+00:00,station1,throughput_in_bps,427.3999999999999
2026-07-14T18:26:02+00:00,station1,throughput_in_bps,372.3522245859016
2026-07-14T18:26:17+00:00,station1,throughput_in_bps,436.56363636363636
2026-07-14T18:26:32+00:00,station1,throughput_in_bps,383.3636363636363
2026-07-14T18:26:47+00:00,station1,throughput_in_bps,341.2607501954581
2026-07-14T18:27:02+00:00,station1,throughput_in_bps,281.4
2026-07-14T18:27:17+00:00,station1,throughput_in_bps,335.6909090909091
2026-07-14T18:27:32+00:00,station1,throughput_in_bps,280.1061876102333
2026-07-14T18:27:47+00:00,station1,throughput_in_bps,336.56363636363636
2026-07-14T18:28:02+00:00,station1,throughput_in_bps,280.8545454545454
2026-07-14T18:28:17+00:00,station1,throughput_in_bps,436.8909090909091
2026-07-14T18:28:32+00:00,station1,throughput_in_bps,382.293579649799
2026-07-14T18:28:47+00:00,station1,throughput_in_bps,440.8181818181818
2026-07-14T18:29:02+00:00,station1,throughput_in_bps,281.3948837293867
2026-07-14T18:29:17+00:00,station1,throughput_in_bps,337.2181818181818
2026-07-14T18:29:32+00:00,station1,throughput_in_bps,281.95058091965313
2026-07-14T18:29:47+00:00,station1,throughput_in_bps,335.3636363636363
2026-07-14T18:30:02+00:00,station1,throughput_in_bps,278.4545454545454
2026-07-14T18:30:17+00:00,station1,throughput_in_bps,437.32727272727266
2026-07-14T18:30:32+00:00,station1,throughput_in_bps,383.3566662424319
2026-07-14T18:30:47+00:00,station1,throughput_in_bps,438.6443389879816
2026-07-14T18:31:02+00:00,station1,throughput_in_bps,384.56363636363636
